Turning_Cut_Depth;Milling_Gear_Depth;Drilling_Surf_Quality;Drill_Pressure;Drilling_Speed;Turning_Rotation_Speed;Turning_Cut_Speed;Milling_Circle_Diameter;Drilling_Diameter;Turning_Shaft_Diameter;class
0.633;0.334;0.293;4.657;32.046;43.688;49.131;0.847;1.529;0.526;OK
0.607;0.353;0.295;1.948;31.766;43.864;49.14;0.828;1.546;0.521;OK
0.629;0.335;0.295;1.03;33.517;42.009;49.122;0.944;1.416;0.523;OK
0.623;0.351;0.295;3.451;33.494;42.245;49.135;0.944;1.424;0.519;OK
0.605;0.347;0.294;4.172;35.398;42.219;49.128;1.052;1.425;0.52;OK
0.64;0.339;0.295;3.255;33.021;43.077;49.099;0.904;1.486;0.521;OK
0.65;0.336;0.294;2.066;34.11;43.009;49.122;0.976;1.482;0.521;OK
0.658;0.322;0.296;1.672;33.289;42.017;49.135;0.931;1.411;0.52;OK
0.614;0.348;0.295;3.827;32.132;42.573;49.142;0.85;1.453;0.519;OK
0.64;0.339;0.294;4.66;33.315;42.127;49.128;0.933;1.422;0.524;OK
0.62;0.344;0.295;1.236;34.687;42.954;49.144;1.014;1.476;0.522;OK
0.627;0.346;0.295;3.641;33.079;41.897;49.127;0.919;1.401;0.523;OK
0.616;0.345;;4.143;33.965;41.842;49.13;0.961;1.4;0.522;OK
0.623;0.337;0.295;2.735;33.568;41.394;49.156;0.946;1.364;0.525;OK
0.631;0.346;0.294;2.907;34.789;42.041;49.138;1.016;1.42;0.526;OK
0.62;0.35;0.294;3.313;33.773;42.108;49.121;0.966;1.427;0.525;OK
0.603;0.337;0.293;3.017;35.496;42.118;49.127;1.056;1.417;0.519;OK
0.611;0.348;0.293;2.112;34.974;42.161;49.135;1.035;1.428;0.521;OK
0.603;0.349;0.292;3.514;33.259;42.695;49.164;0.921;1.464;0.52;OK
0.603;0.338;0.293;2.736;34.096;42.608;49.145;0.98;1.449;0.528;OK
0.627;0.334;0.292;1.036;33.237;41.194;49.117;0.923;1.351;0.522;OK
0.642;0.337;0.292;3.986;33.334;42.859;49.127;0.93;1.47;0.523;OK
0.612;0.341;0.292;4.806;34.08;42.794;49.114;0.968;1.468;0.515;OK
0.616;0.339;0.292;3.461;33.707;42.798;49.134;0.955;1.472;0.522;OK
0.608;0.351;0.291;4.168;34.332;43.677;49.15;0.994;1.536;0.519;OK
0.608;0.336;0.292;3.243;33.776;42.944;49.123;0.961;1.473;0.521;OK
0.625;0.359;0.291;1.946;33.474;42.01;49.112;0.945;1.41;0.521;OK
0.606;0.344;0.292;3.261;32.63;42.654;49.116;0.887;1.455;0.522;OK
0.631;0.342;0.294;2.556;34.026;42.849;49.17;0.972;1.473;0.516;OK
0.646;0.348;0.292;4.324;33.065;43.045;49.161;0.915;1.486;0.523;OK
0.651;0.369;0.294;1.288;34.972;42.854;49.116;1.028;1.473;0.52;OK
0.646;0.343;0.292;2.542;32.293;43.693;49.134;0.863;1.534;0.518;OK
0.648;0.347;0.293;2.401;33.018;42.909;49.121;0.905;1.477;0.519;OK
0.637;0.343;0.293;3.506;32.271;43.102;49.132;0.863;1.491;0.522;OK
0.664;0.347;0.292;2.192;33.166;42.597;49.116;0.918;1.454;0.519;OK
0.654;0.365;0.293;3.514;32.361;42.794;49.137;0.877;1.473;0.523;OK
0.65;0.344;0.294;2.155;30.908;42.929;49.116;0.782;1.478;0.518;OK
0.64;0.351;0.294;2.414;33.252;42.445;49.126;0.932;1.445;0.521;OK
0.681;0.353;0.294;4.001;33.438;41.819;49.116;0.934;1.389;0.519;OK
0.673;0.341;0.295;4.17;33.572;42.799;49.118;0.945;1.468;0.517;OK
0.687;0.349;0.293;1.741;34.59;42.582;49.14;1.008;1.454;0.52;OK
0.672;0.346;0.294;1.986;33.87;41.96;49.133;0.966;1.405;0.518;OK
0.673;0.362;0.294;1.208;33.39;42.538;49.113;0.943;1.449;0.516;OK
0.696;0.358;0.294;1.666;32.895;43.117;49.133;0.898;1.492;0.517;OK
0.71;0.349;0.295;2.42;33.437;42.864;49.121;0.937;1.476;0.517;OK
0.706;0.373;0.296;2.961;31.946;42.49;49.12;0.846;1.447;0.519;OK
0.734;0.361;0.296;3.81;33.019;42.392;49.115;0.905;1.439;0.516;OK
0.729;0.362;0.296;4.469;32.482;41.665;49.125;0.875;1.387;0.516;OK
0.748;0.354;0.296;2.783;32.867;42.244;49.124;0.901;1.43;0.52;OK
0.73;0.348;0.297;1.273;32.922;42.124;49.122;0.902;1.422;0.517;OK
0.731;0.359;;3.178;33.446;42.758;49.145;0.932;1.468;0.515;OK
0.743;0.357;0.296;4.989;34.962;42.906;49.122;1.021;1.48;0.515;OK
0.73;0.356;0.297;3.851;36.687;42.117;49.106;1.134;1.422;0.519;OK
0.74;0.355;0.297;1.188;34.394;42.174;49.135;1.0;1.416;0.52;OK
0.745;0.341;0.299;2.08;33.436;42.015;49.144;0.939;1.412;0.518;OK
0.73;0.353;0.298;3.174;33.488;42.128;49.128;0.935;1.419;0.518;OK
0.753;0.355;0.297;3.5;36.657;42.019;49.107;1.141;1.417;0.516;OK
0.753;0.354;0.297;4.593;35.809;42.042;49.142;1.082;1.411;0.517;OK
0.767;0.345;0.298;1.083;34.965;41.869;49.124;1.022;1.394;0.515;OK
0.755;0.35;0.299;3.786;36.511;42.424;49.134;1.129;1.432;0.519;OK
0.746;0.35;0.298;2.296;36.525;42.378;49.128;1.121;1.434;0.517;OK
0.756;0.354;0.297;1.033;35.53;42.293;49.126;1.054;1.431;0.516;OK
0.761;0.35;0.299;2.586;34.354;42.171;49.139;0.982;1.422;0.521;OK
0.775;0.329;0.298;4.664;36.324;42.398;49.144;1.111;1.438;0.516;OK
0.745;0.354;0.299;3.528;35.24;42.438;49.123;1.039;1.442;0.519;OK
0.739;0.334;0.299;1.156;34.867;42.271;49.136;1.035;1.425;0.517;OK
0.762;0.343;0.298;4.575;34.912;41.892;49.145;1.031;1.4;0.517;OK
0.749;0.342;0.298;4.466;33.912;41.994;49.115;0.968;1.41;0.519;OK
0.762;0.324;0.298;3.956;34.421;41.736;49.133;0.993;1.385;0.517;OK
0.77;0.334;0.299;3.15;35.778;42.14;49.154;1.082;1.424;0.514;OK
0.768;0.333;0.298;3.752;35.823;42.423;49.139;1.092;1.442;0.513;OK
0.743;0.328;0.297;3.165;35.431;41.958;49.117;1.056;1.405;0.517;OK
0.744;0.336;0.298;2.643;34.634;41.913;49.151;1.014;1.402;0.521;OK
0.752;0.331;0.298;1.21;34.076;41.871;49.122;0.975;1.392;0.518;OK
0.738;0.319;0.299;4.169;34.699;41.693;49.13;1.02;1.393;0.518;OK
0.751;0.335;0.297;1.072;36.464;42.246;49.145;1.12;1.43;0.521;OK
0.739;0.321;0.297;2.244;36.364;42.328;49.152;1.115;1.434;0.516;OK
0.746;0.326;0.297;2.533;36.713;41.47;49.115;1.136;1.375;0.518;OK
0.75;0.332;0.298;4.186;35.48;42.285;49.138;1.056;1.427;0.521;OK
0.744;0.333;0.297;3.06;34.738;41.905;49.139;1.023;1.4;0.52;OK
0.736;0.329;0.298;4.581;37.248;41.11;49.143;1.16;1.34;0.517;OK
0.729;0.322;0.296;2.156;36.89;41.632;49.131;1.147;1.38;0.519;OK
0.745;0.329;0.297;1.179;35.942;41.5;49.148;1.077;1.377;0.515;OK
0.731;0.329;0.297;4.713;35.284;42.472;49.131;1.055;1.443;0.517;OK
0.761;0.349;0.295;1.371;35.839;41.744;49.12;1.041;1.395;0.515;OK
0.741;0.341;0.297;2.325;34.607;42.231;49.17;1.008;1.423;0.519;OK
0.751;0.338;0.296;1.74;36.404;41.37;49.138;1.115;1.361;0.514;OK
0.75;0.335;0.295;4.064;35.581;42.053;49.127;1.074;1.415;0.516;OK
0.737;0.348;0.296;1.495;34.687;41.946;49.117;0.998;1.404;0.517;OK
0.767;0.335;0.296;3.69;35.824;41.444;49.107;1.078;1.364;0.518;OK
0.74;0.339;;4.961;37.03;41.295;49.133;1.164;1.35;0.519;OK
0.748;0.326;0.298;2.602;37.333;40.885;49.15;1.183;1.328;0.516;OK
0.726;0.334;0.297;3.533;36.79;41.847;49.148;1.148;1.396;0.515;OK
0.742;0.327;0.297;3.657;34.747;42.041;49.131;1.023;1.418;0.515;OK
0.76;0.325;0.297;2.231;35.034;40.467;49.158;1.033;1.3;0.513;OK
0.756;0.325;0.296;4.232;35.803;41.457;49.153;1.076;1.366;0.515;OK
0.778;0.325;0.295;3.68;35.851;41.992;49.131;1.092;1.404;0.515;OK
0.767;0.315;0.297;4.126;36.282;41.84;49.14;1.106;1.397;0.519;OK
0.765;0.298;0.296;4.737;35.287;41.91;49.154;1.048;1.398;0.516;OK
0.754;0.313;0.298;2.682;33.695;41.904;49.15;0.955;1.41;0.516;OK
0.725;0.307;0.297;4.273;35.416;41.582;49.145;1.056;1.381;0.519;OK
0.748;0.297;0.297;4.611;34.73;41.814;49.158;1.015;1.396;0.52;OK
0.749;0.297;0.298;1.439;34.84;41.513;49.132;1.025;1.376;0.52;OK
0.764;0.298;0.297;2.566;35.373;41.436;49.112;1.059;1.364;0.515;OK
0.773;0.287;0.299;1.24;35.267;41.381;49.159;1.046;1.364;0.518;OK
0.772;0.278;0.299;1.366;33.63;41.401;49.132;0.946;1.365;0.519;OK
0.742;0.292;0.298;1.829;34.025;40.817;49.136;0.974;1.313;0.519;OK
0.753;0.298;0.299;2.893;34.391;41.409;49.14;0.998;1.365;0.526;OK
0.75;0.272;0.298;3.692;33.627;41.426;49.151;0.954;1.369;0.52;OK
0.749;0.277;0.299;4.7;35.221;41.526;49.141;1.038;1.379;0.521;OK
0.745;0.279;0.3;1.085;35.382;41.675;49.126;1.058;1.386;0.523;OK
0.74;0.271;0.298;4.268;35.026;40.857;49.135;1.029;1.325;0.524;OK
0.725;0.286;0.298;3.686;36.013;40.238;49.125;1.095;1.28;0.525;OK
0.756;0.265;0.3;4.999;33.574;41.025;49.128;0.948;1.333;0.525;OK
0.709;0.277;0.299;4.534;34.391;41.435;49.16;0.996;1.366;0.523;OK
0.71;0.264;0.298;2.352;36.685;40.836;49.15;1.123;1.328;0.524;OK
0.715;0.277;0.299;4.877;34.777;41.03;49.133;1.023;1.333;0.522;OK
0.718;0.264;0.299;3.32;35.781;41.658;49.143;1.084;1.385;0.525;OK
0.711;0.278;0.299;3.39;36.05;40.945;49.155;1.099;1.338;0.528;OK
0.72;0.262;0.298;4.392;35.675;41.208;49.145;1.064;1.349;0.52;OK
0.699;0.268;0.299;3.287;34.503;40.893;49.163;1.002;1.328;0.522;OK
0.73;0.26;0.298;2.485;37.318;40.123;49.149;1.166;1.273;0.523;OK
0.752;0.268;0.298;4.772;35.889;40.211;49.131;1.09;1.275;0.523;OK
0.693;0.262;0.298;4.654;36.62;40.856;49.16;1.138;1.322;0.523;OK
0.713;0.272;0.299;3.906;37.086;40.84;49.163;1.152;1.327;0.524;OK
0.707;0.275;0.298;1.684;36.409;40.697;49.149;1.13;1.305;0.524;OK
0.723;0.26;0.298;1.835;36.062;40.248;49.163;1.093;1.279;0.527;OK
0.721;0.272;0.299;2.615;35.323;40.65;49.141;1.053;1.299;0.523;OK
0.708;0.277;0.297;3.456;35.839;40.498;49.142;1.083;1.297;0.524;OK
0.724;0.252;0.298;4.609;34.268;40.646;49.146;0.988;1.309;0.524;OK
0.712;0.27;;4.548;37.614;40.664;49.153;1.186;1.317;0.523;OK
0.695;0.259;0.298;4.789;37.232;40.568;49.118;1.167;1.303;0.524;OK
0.723;0.27;0.297;2.708;36.315;40.488;49.136;1.111;1.301;0.525;OK
0.688;0.26;0.297;2.728;35.497;40.834;49.16;1.062;1.325;0.527;OK
0.692;0.243;0.297;2.871;35.764;41.5;49.141;1.08;1.37;0.526;OK
0.682;0.254;0.298;3.274;33.722;41.184;49.142;0.959;1.346;0.526;OK
0.713;0.255;0.297;3.061;35.357;41.147;49.158;1.055;1.346;0.526;OK
0.698;0.251;0.297;1.765;35.77;41.198;49.152;1.085;1.347;0.525;OK
0.705;0.271;0.298;2.212;35.027;41.36;49.113;1.037;1.358;0.523;OK
0.696;0.249;0.297;1.697;35.779;41.069;49.136;1.08;1.345;0.522;OK
0.704;0.254;0.298;4.337;34.641;40.698;49.137;1.012;1.318;0.521;OK
0.711;0.228;0.296;1.182;36.635;39.931;49.141;1.13;1.251;0.524;OK
0.717;0.255;0.296;4.575;35.598;40.727;49.146;1.068;1.316;0.527;OK
0.702;0.252;0.296;1.221;35.234;40.654;49.16;1.048;1.307;0.525;OK
0.708;0.263;0.298;2.394;34.766;40.636;49.126;1.017;1.312;0.523;OK
0.708;0.243;0.298;4.223;35.02;40.896;49.153;1.032;1.33;0.522;OK
0.702;0.245;0.298;2.359;33.958;40.4;49.137;0.96;1.292;0.524;OK
0.691;0.243;0.297;3.856;35.494;40.768;49.15;1.063;1.316;0.523;OK
0.698;0.244;0.296;2.799;36.937;40.628;49.128;1.148;1.308;0.528;OK
0.726;0.237;0.297;4.121;36.388;40.707;49.146;1.117;1.319;0.53;OK
0.711;0.241;0.297;4.31;35.885;40.856;49.137;1.078;1.323;0.525;OK
0.702;0.236;0.296;4.947;36.269;40.869;49.127;1.11;1.326;0.526;OK
0.693;0.23;0.296;1.028;35.491;40.872;49.133;1.082;1.329;0.527;OK
0.68;0.238;0.297;4.415;33.635;40.347;49.141;0.954;1.288;0.525;OK
0.724;0.224;0.297;3.436;34.895;39.864;49.132;1.027;1.249;0.527;OK
0.697;0.232;0.296;3.271;33.916;39.912;49.158;0.966;1.251;0.526;OK
0.704;0.226;0.298;2.739;33.893;40.504;49.153;0.963;1.297;0.527;OK
0.703;0.209;0.296;1.14;34.31;40.403;49.165;0.99;1.289;0.526;OK
0.71;0.23;0.298;1.42;35.516;40.19;49.134;1.073;1.271;0.53;OK
0.694;0.223;0.297;3.005;34.129;40.943;49.142;0.984;1.328;0.528;OK
0.703;0.236;0.296;3.835;32.467;40.413;49.162;0.884;1.295;0.528;OK
0.697;0.25;0.297;4.426;33.9;40.669;49.135;0.983;1.314;0.528;OK
0.734;0.238;0.297;3.273;34.675;39.558;49.139;1.027;1.227;0.527;OK
0.713;0.237;0.297;4.435;33.329;40.39;49.148;0.947;1.289;0.53;OK
0.683;0.232;0.298;4.54;34.359;39.982;49.145;1.0;1.261;0.528;OK
0.683;0.233;0.298;1.605;33.593;40.0;49.144;0.95;1.255;0.527;OK
0.692;0.234;0.297;3.369;34.437;40.037;49.143;0.994;1.262;0.529;OK
0.708;0.239;0.297;2.968;33.815;40.392;49.15;0.972;1.295;0.524;OK
0.711;0.251;;2.675;34.31;40.516;49.136;0.993;1.306;0.527;OK
0.699;0.258;0.297;4.374;35.665;41.181;49.165;1.076;1.348;0.529;OK
0.703;0.227;0.297;4.963;36.632;39.611;49.138;1.147;1.232;0.527;OK
0.702;0.234;0.298;3.393;34.435;40.25;49.133;0.996;1.278;0.527;OK
0.72;0.25;0.298;1.382;34.519;40.064;49.141;1.002;1.268;0.528;OK
0.721;0.26;0.298;2.108;35.387;39.967;49.146;1.05;1.259;0.524;OK
0.72;0.245;0.297;1.658;33.472;40.117;49.141;0.935;1.272;0.524;OK
0.72;0.258;0.298;2.157;37.06;39.353;49.158;1.155;1.213;0.526;OK
0.723;0.251;0.297;4.9;35.493;40.36;49.142;1.06;1.292;0.524;OK
0.7;0.255;0.298;4.457;34.31;40.559;49.136;0.989;1.302;0.525;OK
0.733;0.26;0.297;1.021;35.495;39.348;49.132;1.072;1.208;0.527;OK
0.722;0.263;0.295;3.952;36.45;39.406;49.156;1.122;1.223;0.524;OK
0.709;0.275;0.297;1.045;36.186;39.989;49.13;1.098;1.259;0.526;OK
0.703;0.264;0.296;2.602;34.63;40.318;49.147;1.031;1.284;0.526;OK
0.722;0.264;0.296;2.318;34.729;40.073;49.141;1.023;1.269;0.526;OK
0.701;0.247;0.297;4.393;34.13;40.312;49.14;0.976;1.285;0.52;OK
0.712;0.262;0.296;1.018;33.87;39.824;49.167;0.97;1.25;0.528;OK
0.684;0.266;0.296;3.855;36.067;39.744;49.155;1.096;1.241;0.525;OK
0.718;0.251;0.298;2.81;36.317;40.153;49.171;1.118;1.278;0.523;OK
0.709;0.263;0.297;1.517;34.46;39.746;49.134;1.03;1.241;0.525;OK
0.735;0.268;0.295;4.717;35.478;40.018;49.137;1.057;1.257;0.526;OK
0.709;0.26;0.295;4.964;36.033;40.096;49.168;1.1;1.27;0.522;OK
0.705;0.264;0.296;3.249;35.754;39.999;49.141;1.084;1.263;0.521;OK
0.72;0.266;0.295;4.004;34.282;39.881;49.143;0.989;1.262;0.524;OK
0.735;0.254;0.296;4.067;35.315;39.342;49.159;1.049;1.213;0.523;OK
0.716;0.267;0.296;3.708;36.016;39.747;49.156;1.093;1.246;0.524;OK
0.713;0.259;0.294;4.052;33.847;39.547;49.152;0.966;1.243;0.521;OK
0.708;0.253;0.295;2.487;33.946;39.762;49.172;0.968;1.248;0.52;OK
0.69;0.272;0.295;2.614;34.337;40.141;49.16;0.991;1.275;0.522;OK
0.723;0.276;0.294;1.731;34.439;39.749;49.132;0.993;1.242;0.523;OK
0.72;0.269;0.295;3.752;35.119;39.356;49.163;1.046;1.209;0.519;OK
0.695;0.255;0.296;2.784;34.868;39.213;49.154;1.022;1.206;0.521;OK
0.704;0.271;0.295;4.113;36.659;39.238;49.14;1.136;1.203;0.519;OK
0.728;0.267;0.296;1.701;34.726;38.884;49.133;1.019;1.176;0.524;OK
0.726;0.262;0.297;1.491;34.192;39.696;49.133;0.983;1.239;0.52;OK
0.698;0.272;0.295;2.033;32.018;39.235;49.128;0.846;1.203;0.526;OK
0.714;0.263;0.296;3.847;33.631;39.871;49.146;0.955;1.256;0.521;OK
0.71;0.281;;2.28;33.62;39.44;49.157;0.94;1.221;0.519;OK
0.704;0.264;0.296;1.898;34.217;39.805;49.147;0.985;1.244;0.513;OK
0.712;0.27;0.296;3.835;32.594;40.064;49.157;0.887;1.264;0.525;OK
0.713;0.266;0.297;3.554;35.576;39.934;49.175;1.075;1.259;0.515;OK
0.691;0.275;0.297;1.926;35.347;40.137;49.132;1.045;1.278;0.515;OK
0.69;0.276;0.297;3.131;34.655;39.765;49.144;0.994;1.246;0.517;OK
0.719;0.276;0.297;4.611;32.403;40.048;49.143;0.878;1.264;0.515;OK
0.72;0.285;0.295;4.979;33.128;40.039;49.159;0.909;1.265;0.517;OK
0.703;0.284;0.295;4.439;33.794;40.222;49.152;0.961;1.277;0.517;OK
0.711;0.259;0.296;2.591;32.484;40.062;49.124;0.888;1.266;0.519;OK
0.693;0.271;0.297;1.433;32.874;39.949;49.159;0.903;1.253;0.522;OK
0.705;0.268;0.297;4.006;35.153;39.311;49.138;1.043;1.208;0.517;OK
0.706;0.273;0.298;1.854;34.541;40.546;49.172;0.998;1.306;0.513;OK
0.685;0.277;0.296;3.598;35.099;39.68;49.159;1.05;1.239;0.515;OK
0.669;0.271;0.296;2.254;33.431;39.994;49.131;0.949;1.26;0.515;OK
0.683;0.28;0.296;2.003;33.482;39.991;49.136;0.932;1.261;0.516;OK
0.683;0.268;0.298;3.254;31.777;40.332;49.15;0.843;1.28;0.516;OK
0.685;0.271;0.296;2.051;34.202;39.651;49.154;0.99;1.238;0.52;OK
0.68;0.268;0.296;1.935;34.542;39.248;49.153;1.015;1.203;0.512;OK
0.66;0.273;0.295;1.994;33.835;39.542;49.144;0.961;1.228;0.515;OK
0.677;0.294;0.297;4.26;35.743;40.319;49.148;1.078;1.284;0.517;OK
0.649;0.276;0.296;1.642;34.573;39.838;49.171;1.017;1.255;0.519;OK
0.662;0.285;0.296;1.412;34.582;39.938;49.163;1.007;1.255;0.515;OK
0.665;0.259;0.296;1.086;33.578;40.084;49.143;0.942;1.271;0.516;OK
0.66;0.294;0.295;1.857;33.368;40.718;49.176;0.939;1.314;0.513;OK
0.666;0.273;0.297;2.235;33.241;39.721;49.173;0.925;1.246;0.516;OK
0.672;0.28;0.296;3.608;36.742;40.26;49.156;1.141;1.277;0.512;OK
0.649;0.272;0.296;1.163;34.14;39.744;49.16;0.985;1.239;0.512;OK
0.659;0.286;0.295;1.594;34.263;40.723;49.149;0.979;1.313;0.518;OK
0.66;0.271;0.297;1.891;33.298;40.492;49.178;0.938;1.298;0.516;OK
0.641;0.278;0.296;3.891;33.522;40.267;49.176;0.943;1.28;0.517;OK
0.618;0.281;0.294;3.088;32.132;40.964;49.163;0.859;1.327;0.513;OK
0.637;0.264;0.296;3.904;32.741;40.814;49.141;0.898;1.316;0.514;OK
0.644;0.277;0.296;3.445;31.978;40.662;49.165;0.857;1.308;0.517;OK
0.64;0.274;0.295;2.271;31.103;40.399;49.147;0.797;1.291;0.518;OK
0.654;0.273;0.297;3.468;32.057;40.232;49.144;0.856;1.279;0.514;OK
0.636;0.267;0.296;2.798;31.859;40.946;49.185;0.843;1.329;0.514;OK
0.654;0.278;;2.853;31.915;40.625;49.155;0.845;1.308;0.516;OK
0.635;0.269;0.297;4.074;31.231;40.575;49.128;0.818;1.302;0.521;OK
0.633;0.266;0.297;1.596;31.492;40.46;49.173;0.816;1.291;0.515;OK
0.615;0.276;0.298;4.831;31.083;40.729;49.163;0.796;1.309;0.515;OK
0.61;0.274;0.297;3.341;32.023;41.054;49.16;0.863;1.345;0.512;OK
0.617;0.269;0.296;2.621;30.737;39.732;49.2;0.773;1.24;0.517;OK
0.6;0.282;0.297;4.694;31.452;41.117;49.161;0.821;1.341;0.515;OK
0.601;0.266;0.296;1.878;34.06;39.977;49.173;0.981;1.261;0.514;OK
0.593;0.257;0.297;1.789;31.792;39.577;49.156;0.828;1.231;0.514;OK
0.598;0.266;0.298;2.792;32.858;40.172;49.146;0.902;1.274;0.519;OK
0.579;0.27;0.297;2.176;32.513;41.399;49.191;0.877;1.363;0.515;OK
0.586;0.279;0.296;3.715;32.753;41.052;49.155;0.893;1.34;0.513;OK
0.598;0.27;0.297;3.579;32.937;40.415;49.172;0.906;1.29;0.512;OK
0.582;0.261;0.296;3.592;31.484;40.99;49.191;0.821;1.335;0.516;OK
0.612;0.256;0.296;3.087;31.794;41.707;49.151;0.829;1.388;0.518;OK
0.586;0.273;0.298;4.177;31.658;41.275;49.15;0.831;1.356;0.516;OK
0.577;0.267;0.296;3.908;31.522;41.179;49.18;0.82;1.347;0.518;OK
0.587;0.274;0.296;2.999;31.915;41.162;49.115;0.842;1.347;0.52;OK
0.577;0.269;0.296;4.124;31.615;41.222;49.164;0.831;1.345;0.518;OK
0.577;0.265;0.297;2.637;33.539;41.171;49.151;0.939;1.348;0.513;OK
0.594;0.272;0.296;4.904;31.682;41.097;49.148;0.832;1.348;0.518;OK
0.595;0.28;0.296;2.888;32.859;41.391;49.115;0.894;1.363;0.521;OK
0.589;0.27;0.297;1.095;31.445;40.949;49.158;0.822;1.325;0.517;OK
0.574;0.275;0.297;1.818;31.41;40.672;49.165;0.814;1.308;0.517;OK
0.595;0.259;0.297;1.603;32.387;40.569;49.15;0.876;1.304;0.515;OK
0.582;0.269;0.295;1.556;30.995;40.244;49.142;0.787;1.279;0.516;OK
0.566;0.245;0.295;3.939;30.279;40.277;49.185;0.746;1.282;0.514;OK
0.601;0.268;0.298;4.437;34.306;40.14;49.16;0.998;1.271;0.514;OK
0.575;0.259;0.296;3.846;34.161;40.551;49.163;0.985;1.305;0.515;OK
0.582;0.262;0.296;4.451;31.041;40.87;49.177;0.795;1.328;0.514;OK
0.565;0.256;0.296;3.668;30.978;39.881;49.16;0.785;1.252;0.512;OK
0.577;0.261;0.297;3.405;30.741;39.339;49.175;0.774;1.215;0.516;OK
0.606;0.262;0.295;3.841;32.315;40.498;49.171;0.871;1.299;0.517;OK
0.589;0.268;0.295;1.638;32.07;40.104;49.16;0.853;1.265;0.515;OK
0.599;0.263;0.296;4.114;32.674;40.6;49.16;0.88;1.304;0.515;OK
0.577;0.257;0.296;4.945;32.832;40.43;49.155;0.901;1.293;0.512;OK
0.584;0.258;0.297;1.123;31.983;41.278;49.171;0.841;1.358;0.517;OK
0.565;0.266;0.295;1.345;32.86;40.566;49.185;0.907;1.302;0.514;OK
0.592;0.262;0.295;2.62;30.689;40.383;49.162;0.76;1.287;0.517;OK
0.565;0.258;0.297;4.112;31.765;40.21;49.147;0.842;1.275;0.518;OK
0.568;0.246;0.296;1.679;32.226;40.56;49.183;0.87;1.307;0.518;OK
0.558;0.256;0.296;3.002;30.656;39.839;49.169;0.769;1.25;0.515;OK
0.581;0.257;0.296;4.498;32.962;39.976;49.167;0.909;1.266;0.514;OK
0.56;0.265;0.297;3.702;30.308;40.782;49.167;0.737;1.317;0.516;OK
0.573;0.261;0.296;1.828;30.69;40.11;49.186;0.776;1.271;0.517;OK
0.535;0.259;0.296;2.159;31.87;41.205;49.155;0.836;1.351;0.515;OK
0.553;0.277;0.297;1.255;32.101;40.101;49.147;0.858;1.27;0.513;OK
0.52;0.265;0.298;1.213;30.627;40.999;49.165;0.77;1.334;0.517;OK
0.552;0.275;0.297;1.383;30.612;40.831;49.184;0.774;1.328;0.518;OK
0.55;0.257;0.297;3.492;30.951;39.843;49.17;0.785;1.249;0.519;OK
0.552;0.257;0.297;4.207;32.758;40.051;49.164;0.903;1.263;0.516;OK
0.549;0.267;0.296;2.184;31.006;40.821;49.157;0.791;1.325;0.513;OK
0.549;0.262;0.297;1.189;31.681;40.8;49.171;0.843;1.316;0.514;OK
0.519;0.252;0.297;1.616;30.161;40.961;49.17;0.735;1.33;0.517;OK
0.522;0.265;0.296;2.043;32.273;39.707;49.162;0.864;1.236;0.518;OK
0.548;0.252;0.295;4.573;31.388;40.314;49.183;0.822;1.278;0.518;OK
0.54;0.259;0.296;3.555;30.363;40.589;49.18;0.756;1.303;0.515;OK
0.556;0.273;0.296;2.129;31.214;40.448;49.188;0.811;1.292;0.517;OK
0.551;0.268;0.295;4.59;31.961;40.501;49.156;0.843;1.3;0.514;OK
0.55;0.26;0.296;2.557;31.311;40.834;49.164;0.808;1.323;0.517;OK
0.545;0.248;0.295;2.413;32.158;40.974;49.175;0.861;1.331;0.516;OK
0.541;0.265;0.296;4.983;32.474;40.891;49.141;0.88;1.327;0.517;OK
0.553;0.256;0.293;1.186;31.465;40.735;49.172;0.819;1.315;0.517;OK
0.538;0.248;0.295;2.951;32.055;40.996;49.168;0.859;1.33;0.519;OK
0.54;0.256;0.295;4.471;31.418;41.473;49.18;0.823;1.369;0.52;OK
0.558;0.283;0.295;3.239;31.422;41.168;49.167;0.817;1.345;0.514;OK
0.541;0.267;0.295;1.273;31.79;41.146;49.168;0.82;1.348;0.517;OK
0.547;0.281;0.295;1.842;30.637;41.959;49.17;0.769;1.398;0.516;OK
0.555;0.268;0.295;2.992;31.877;41.93;49.172;0.846;1.405;0.517;OK
0.545;0.274;0.297;2.48;32.076;41.658;49.179;0.85;1.383;0.518;OK
0.523;0.277;0.296;2.838;31.872;41.028;49.186;0.843;1.335;0.516;OK
0.518;0.276;0.297;2.33;31.486;41.113;49.162;0.82;1.342;0.517;OK
0.543;0.277;0.296;2.765;29.094;41.249;49.175;0.685;1.354;0.517;OK
0.557;0.282;0.296;2.284;29.304;40.668;49.139;0.682;1.314;0.518;OK
0.536;0.266;0.297;1.529;30.001;41.359;49.169;0.719;1.358;0.519;OK
0.567;0.279;0.298;3.708;29.486;41.587;49.164;0.713;1.376;0.516;OK
0.534;0.271;0.298;2.479;29.513;41.303;49.169;0.699;1.355;0.516;OK
0.543;0.281;;1.108;30.844;41.285;49.16;0.779;1.352;0.514;OK
0.535;0.287;0.297;4.753;31.071;40.869;49.18;0.802;1.328;0.521;OK
0.559;0.296;0.299;2.952;30.017;41.759;49.15;0.705;1.394;0.519;OK
0.528;0.288;0.298;1.733;28.777;41.623;49.153;0.651;1.38;0.521;OK
